business_id,date,violation_type_id,risk_category,description
34184,2014-06-03,103104,High Risk,Unauthorized or unsafe use of time as a public health control measure
34184,2014-12-02,103103,High Risk,High risk food holding temperature
34184,2014-12-02,103133,Moderate Risk,Foods not protected from contamination
34184,2014-12-02,103142,Low Risk,Unclean nonfood contact surfaces
34184,2014-12-02,103145,Low Risk,Improper storage of equipment utensils or linens
34184,2014-12-02,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
34184,2013-10-24,103151,Low Risk,Inadequate or unsanitary refuse containers or area or no garbage service
34184,2013-10-24,103120,Moderate Risk,Moderate risk food holding temperature
34184,2013-10-24,103131,Moderate Risk,Moderate risk vermin infestation
34184,2013-10-24,103142,Low Risk,Unclean nonfood contact surfaces
34184,2016-06-14,103154,Low Risk,Unclean or degraded floors walls or ceilings
34184,2016-06-14,103132,Moderate Risk,Improper thawing methods
34184,2016-06-14,103120,Moderate Risk,Moderate risk food holding temperature
34184,2016-06-14,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
34186,2015-03-24,103145,Low Risk,Improper storage of equipment utensils or linens
34186,2015-03-24,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
34186,2015-03-24,103139,Low Risk,Improper food storage
34186,2014-02-25,103142,Low Risk,Unclean nonfood contact surfaces
34221,2016-07-20,103144,Low Risk,Unapproved or unmaintained equipment or utensils
34221,2016-07-20,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
34221,2016-07-20,103120,Moderate Risk,Moderate risk food holding temperature
34221,2015-05-27,103145,Low Risk,Improper storage of equipment utensils or linens
34221,2015-05-27,103120,Moderate Risk,Moderate risk food holding temperature
34221,2015-05-27,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
34221,2015-05-27,103144,Low Risk,Unapproved or unmaintained equipment or utensils
34221,2015-05-27,103139,Low Risk,Improper food storage
34221,2015-05-27,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
34221,2014-05-01,103154,Low Risk,Unclean or degraded floors walls or ceilings
34221,2014-05-01,103142,Low Risk,Unclean nonfood contact surfaces
34221,2014-05-01,103129,Moderate Risk,Insufficient hot water or running water
34221,2014-05-01,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
34221,2014-05-01,103103,High Risk,High risk food holding temperature
34221,2014-05-01,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
34221,2014-05-01,103109,High Risk,Unclean or unsanitary food contact surfaces
34222,2016-07-20,103120,Moderate Risk,Moderate risk food holding temperature
34222,2016-07-20,103139,Low Risk,Improper food storage
34222,2016-07-20,103150,Low Risk,Improper or defective plumbing
34222,2015-05-27,103120,Moderate Risk,Moderate risk food holding temperature
34222,2015-05-27,103144,Low Risk,Unapproved or unmaintained equipment or utensils
34222,2015-05-27,103154,Low Risk,Unclean or degraded floors walls or ceilings
34222,2015-05-27,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
34222,2015-05-27,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
34222,2014-05-01,103109,High Risk,Unclean or unsanitary food contact surfaces
34222,2014-05-01,103154,Low Risk,Unclean or degraded floors walls or ceilings
34222,2014-05-01,103150,Low Risk,Improper or defective plumbing
34222,2014-05-01,103139,Low Risk,Improper food storage
34222,2014-05-01,103142,Low Risk,Unclean nonfood contact surfaces
34244,2016-09-13,103143,Low Risk,Inadequate warewashing facilities or equipment
34244,2016-09-13,103154,Low Risk,Unclean or degraded floors walls or ceilings
34244,2014-11-07,103154,Low Risk,Unclean or degraded floors walls or ceilings
34244,2015-12-14,103154,Low Risk,Unclean or degraded floors walls or ceilings
34244,2015-12-14,103139,Low Risk,Improper food storage
34352,2013-10-30,103145,Low Risk,Improper storage of equipment utensils or linens
34353,2016-02-22,103109,High Risk,Unclean or unsanitary food contact surfaces
34354,2013-10-30,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
34387,2014-11-03,103157,Low Risk,Food safety certificate or food handler card not available
34387,2016-04-14,103142,Low Risk,Unclean nonfood contact surfaces
34387,2016-04-14,103145,Low Risk,Improper storage of equipment utensils or linens
34387,2014-03-07,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
34388,2014-06-12,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
34388,2014-06-12,103121,Moderate Risk,Inadequate procedures or records for time as a public health control
34388,2014-06-12,103156,Low Risk,Permit license or inspection report not posted
34388,2015-08-05,103130,Moderate Risk,Inadequate sewage or wastewater disposal
34388,2015-08-05,103135,Low Risk,No person in charge of food facility
34388,2015-08-05,103147,Low Risk,Inadequate ventilation or lighting
34388,2015-08-05,103150,Low Risk,Improper or defective plumbing
34388,2015-08-05,103156,Low Risk,Permit license or inspection report not posted
34388,2015-08-05,103154,Low Risk,Unclean or degraded floors walls or ceilings
34388,2015-08-05,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
34388,2015-08-05,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
34388,2015-08-05,103129,Moderate Risk,Insufficient hot water or running water
34388,2013-11-15,103142,Low Risk,Unclean nonfood contact surfaces
34388,2013-11-15,103154,Low Risk,Unclean or degraded floors walls or ceilings
34388,2016-06-15,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
34388,2016-06-15,103144,Low Risk,Unapproved or unmaintained equipment or utensils
34388,2016-06-15,103138,Low Risk,Improper storage use or identification of toxic substances
34388,2016-06-15,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
34388,2016-06-15,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
34388,2016-06-15,103154,Low Risk,Unclean or degraded floors walls or ceilings
34388,2016-06-15,103114,High Risk,High risk vermin infestation
34388,2016-06-15,103156,Low Risk,Permit license or inspection report not posted
34388,2016-06-15,103102,High Risk,Unclean hands or improper use of gloves
34388,2016-06-15,103162,Low Risk,Other low risk violation
34388,2016-06-15,103150,Low Risk,Improper or defective plumbing
34395,2016-07-29,103120,Moderate Risk,Moderate risk food holding temperature
34395,2016-07-29,103105,High Risk,Improper cooling methods
34395,2014-08-13,103139,Low Risk,Improper food storage
34395,2014-08-13,103150,Low Risk,Improper or defective plumbing
34395,2014-08-13,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
34395,2014-08-13,103144,Low Risk,Unapproved or unmaintained equipment or utensils
34395,2014-08-13,103157,Low Risk,Food safety certificate or food handler card not available
34395,2014-08-13,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
34411,2016-08-22,103143,Low Risk,Inadequate warewashing facilities or equipment
34411,2016-08-22,103157,Low Risk,Food safety certificate or food handler card not available
34418,2016-07-27,103139,Low Risk,Improper food storage
34418,2014-06-12,103139,Low Risk,Improper food storage
34423,2014-09-25,103109,High Risk,Unclean or unsanitary food contact surfaces
34423,2016-05-31,103154,Low Risk,Unclean or degraded floors walls or ceilings
34423,2016-05-31,103120,Moderate Risk,Moderate risk food holding temperature
34423,2016-05-31,103142,Low Risk,Unclean nonfood contact surfaces
34423,2016-05-31,103157,Low Risk,Food safety certificate or food handler card not available
34423,2016-05-31,103139,Low Risk,Improper food storage
34434,2016-02-22,103145,Low Risk,Improper storage of equipment utensils or linens
34434,2016-02-22,103154,Low Risk,Unclean or degraded floors walls or ceilings
34434,2016-02-22,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
34434,2016-02-22,103114,High Risk,High risk vermin infestation
34434,2016-02-22,103133,Moderate Risk,Foods not protected from contamination
34434,2016-02-22,103143,Low Risk,Inadequate warewashing facilities or equipment
34434,2016-02-22,103103,High Risk,High risk food holding temperature
34434,2016-02-22,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
34434,2013-11-08,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
34434,2013-11-08,103133,Moderate Risk,Foods not protected from contamination
34434,2013-11-08,103144,Low Risk,Unapproved or unmaintained equipment or utensils
34458,2016-08-22,103120,Moderate Risk,Moderate risk food holding temperature
34458,2016-08-22,103148,Low Risk,No thermometers or uncalibrated thermometers
34458,2016-08-22,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
34458,2014-06-10,103159,Low Risk,Worker safety hazards
34458,2014-06-10,103131,Moderate Risk,Moderate risk vermin infestation
34458,2015-07-15,103154,Low Risk,Unclean or degraded floors walls or ceilings
34458,2015-07-15,103161,Low Risk,Low risk vermin infestation
34458,2013-10-09,103103,High Risk,High risk food holding temperature
34458,2013-10-09,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
34505,2014-10-27,103109,High Risk,Unclean or unsanitary food contact surfaces
34505,2014-10-27,103139,Low Risk,Improper food storage
34505,2015-09-22,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
34505,2015-09-22,103139,Low Risk,Improper food storage
34505,2014-04-25,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
34505,2014-04-25,103120,Moderate Risk,Moderate risk food holding temperature
34585,2014-06-03,103133,Moderate Risk,Foods not protected from contamination
34585,2014-06-03,103103,High Risk,High risk food holding temperature
34585,2014-06-03,103121,Moderate Risk,Inadequate procedures or records for time as a public health control
34585,2014-06-03,103102,High Risk,Unclean hands or improper use of gloves
34585,2014-06-03,103142,Low Risk,Unclean nonfood contact surfaces
34585,2014-06-03,103144,Low Risk,Unapproved or unmaintained equipment or utensils
34585,2014-06-03,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
34585,2016-02-01,103121,Moderate Risk,Inadequate procedures or records for time as a public health control
34585,2016-02-01,103102,High Risk,Unclean hands or improper use of gloves
34585,2016-02-01,103129,Moderate Risk,Insufficient hot water or running water
34585,2016-02-01,103109,High Risk,Unclean or unsanitary food contact surfaces
34585,2016-02-01,103103,High Risk,High risk food holding temperature
34585,2016-02-01,103130,Moderate Risk,Inadequate sewage or wastewater disposal
34585,2016-02-01,103142,Low Risk,Unclean nonfood contact surfaces
34585,2016-02-01,103144,Low Risk,Unapproved or unmaintained equipment or utensils
34585,2016-02-02,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
34585,2016-02-01,103108,High Risk,Contaminated or adulterated food
34585,2013-10-16,103161,Low Risk,Low risk vermin infestation
34585,2013-10-16,103105,High Risk,Improper cooling methods
34585,2013-10-16,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
34585,2013-10-16,103120,Moderate Risk,Moderate risk food holding temperature
34585,2013-10-16,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
34585,2013-10-16,103121,Moderate Risk,Inadequate procedures or records for time as a public health control
34591,2015-05-13,103145,Low Risk,Improper storage of equipment utensils or linens
34591,2015-05-13,103120,Moderate Risk,Moderate risk food holding temperature
34591,2015-05-13,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
34591,2014-04-15,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
34591,2014-04-15,103145,Low Risk,Improper storage of equipment utensils or linens
34591,2014-04-15,103120,Moderate Risk,Moderate risk food holding temperature
34611,2014-10-07,103120,Moderate Risk,Moderate risk food holding temperature
34611,2014-10-07,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
34611,2014-10-07,103154,Low Risk,Unclean or degraded floors walls or ceilings
34611,2014-10-07,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
34611,2014-10-07,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
34611,2014-10-07,103131,Moderate Risk,Moderate risk vermin infestation
34611,2014-10-07,103133,Moderate Risk,Foods not protected from contamination
34611,2015-11-04,103139,Low Risk,Improper food storage
34611,2015-11-04,103120,Moderate Risk,Moderate risk food holding temperature
34611,2015-11-04,103129,Moderate Risk,Insufficient hot water or running water
34611,2015-11-04,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
34611,2014-05-12,103133,Moderate Risk,Foods not protected from contamination
34611,2014-05-12,103120,Moderate Risk,Moderate risk food holding temperature
34611,2014-05-12,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
34611,2014-05-12,103154,Low Risk,Unclean or degraded floors walls or ceilings
34611,2014-05-12,103114,High Risk,High risk vermin infestation
34611,2014-05-12,103109,High Risk,Unclean or unsanitary food contact surfaces
34611,2014-05-13,103131,Moderate Risk,Moderate risk vermin infestation
34635,2015-04-24,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
34635,2015-04-24,103157,Low Risk,Food safety certificate or food handler card not available
34635,2015-04-24,103123,Moderate Risk,Food in poor condition
34635,2014-03-19,103145,Low Risk,Improper storage of equipment utensils or linens
34635,2014-03-19,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
34635,2014-03-19,103157,Low Risk,Food safety certificate or food handler card not available
34647,2016-09-14,103139,Low Risk,Improper food storage
34649,2016-06-17,103114,High Risk,High risk vermin infestation
34649,2016-06-17,103154,Low Risk,Unclean or degraded floors walls or ceilings
34649,2015-03-31,103133,Moderate Risk,Foods not protected from contamination
34649,2013-10-28,103154,Low Risk,Unclean or degraded floors walls or ceilings
34649,2013-10-28,103142,Low Risk,Unclean nonfood contact surfaces
34649,2014-05-09,103154,Low Risk,Unclean or degraded floors walls or ceilings
34649,2014-05-09,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
34649,2014-05-09,103142,Low Risk,Unclean nonfood contact surfaces
34662,2015-02-20,103147,Low Risk,Inadequate ventilation or lighting
34662,2015-02-20,103109,High Risk,Unclean or unsanitary food contact surfaces
34662,2015-02-20,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
34662,2015-02-20,103150,Low Risk,Improper or defective plumbing
34662,2015-02-20,103154,Low Risk,Unclean or degraded floors walls or ceilings
34662,2015-02-20,103108,High Risk,Contaminated or adulterated food
34662,2015-02-20,103142,Low Risk,Unclean nonfood contact surfaces
34662,2015-02-20,103120,Moderate Risk,Moderate risk food holding temperature
34662,2015-02-20,103114,High Risk,High risk vermin infestation
34662,2014-05-08,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
34662,2014-05-08,103131,Moderate Risk,Moderate risk vermin infestation
34662,2014-05-08,103139,Low Risk,Improper food storage
34662,2014-05-08,103154,Low Risk,Unclean or degraded floors walls or ceilings
34662,2014-05-08,103144,Low Risk,Unapproved or unmaintained equipment or utensils
34676,2015-04-17,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
34676,2015-04-17,103102,High Risk,Unclean hands or improper use of gloves
34676,2015-04-17,103132,Moderate Risk,Improper thawing methods
34676,2015-04-17,103147,Low Risk,Inadequate ventilation or lighting
34676,2015-04-17,103114,High Risk,High risk vermin infestation
34676,2015-04-17,103109,High Risk,Unclean or unsanitary food contact surfaces
34676,2014-01-06,103120,Moderate Risk,Moderate risk food holding temperature
34676,2014-01-06,103133,Moderate Risk,Foods not protected from contamination
34676,2014-01-06,103142,Low Risk,Unclean nonfood contact surfaces
34676,2014-01-06,103109,High Risk,Unclean or unsanitary food contact surfaces
34676,2014-01-06,103102,High Risk,Unclean hands or improper use of gloves
34676,2016-06-02,103133,Moderate Risk,Foods not protected from contamination
34676,2016-06-02,103143,Low Risk,Inadequate warewashing facilities or equipment
34676,2016-06-02,103102,High Risk,Unclean hands or improper use of gloves
34676,2016-06-02,103132,Moderate Risk,Improper thawing methods
34676,2016-06-02,103157,Low Risk,Food safety certificate or food handler card not available
34676,2016-06-02,103103,High Risk,High risk food holding temperature
34676,2016-06-02,103109,High Risk,Unclean or unsanitary food contact surfaces
34676,2016-06-02,103150,Low Risk,Improper or defective plumbing
34676,2016-06-02,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
34685,2014-10-21,103154,Low Risk,Unclean or degraded floors walls or ceilings
34685,2014-10-21,103129,Moderate Risk,Insufficient hot water or running water
34685,2014-10-21,103114,High Risk,High risk vermin infestation
34685,2014-10-21,103143,Low Risk,Inadequate warewashing facilities or equipment
34685,2014-10-21,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
34685,2016-02-12,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
34685,2016-02-12,103150,Low Risk,Improper or defective plumbing
34685,2016-02-12,103145,Low Risk,Improper storage of equipment utensils or linens
34685,2016-02-12,103154,Low Risk,Unclean or degraded floors walls or ceilings
34685,2016-02-12,103133,Moderate Risk,Foods not protected from contamination
34685,2016-02-12,103131,Moderate Risk,Moderate risk vermin infestation
34685,2016-02-12,103156,Low Risk,Permit license or inspection report not posted
34685,2016-02-12,103142,Low Risk,Unclean nonfood contact surfaces
34685,2016-02-12,103129,Moderate Risk,Insufficient hot water or running water
34685,2016-02-12,103139,Low Risk,Improper food storage
34685,2014-01-27,103145,Low Risk,Improper storage of equipment utensils or linens
34685,2014-01-27,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
34685,2014-01-27,103142,Low Risk,Unclean nonfood contact surfaces
34685,2014-01-27,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
34708,2016-07-18,103154,Low Risk,Unclean or degraded floors walls or ceilings
34708,2016-07-18,103161,Low Risk,Low risk vermin infestation
34708,2016-07-18,103142,Low Risk,Unclean nonfood contact surfaces
34708,2014-10-09,103120,Moderate Risk,Moderate risk food holding temperature
34708,2014-10-09,103144,Low Risk,Unapproved or unmaintained equipment or utensils
34708,2014-10-09,103154,Low Risk,Unclean or degraded floors walls or ceilings
34708,2014-10-09,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
34708,2015-06-11,103151,Low Risk,Inadequate or unsanitary refuse containers or area or no garbage service
34708,2015-06-11,103144,Low Risk,Unapproved or unmaintained equipment or utensils
34708,2015-06-11,103120,Moderate Risk,Moderate risk food holding temperature
34708,2015-06-11,103148,Low Risk,No thermometers or uncalibrated thermometers
34708,2016-01-27,103144,Low Risk,Unapproved or unmaintained equipment or utensils
34708,2016-01-27,103154,Low Risk,Unclean or degraded floors walls or ceilings
34708,2014-05-15,103156,Low Risk,Permit license or inspection report not posted
34708,2014-05-15,103120,Moderate Risk,Moderate risk food holding temperature
34708,2014-05-15,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
34708,2014-05-15,103145,Low Risk,Improper storage of equipment utensils or linens
34710,2014-06-10,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
34710,2015-02-12,103120,Moderate Risk,Moderate risk food holding temperature
34710,2016-04-29,103162,Low Risk,Other low risk violation
34710,2016-04-29,103131,Moderate Risk,Moderate risk vermin infestation
34710,2016-04-29,103157,Low Risk,Food safety certificate or food handler card not available
34726,2016-07-20,103118,Moderate Risk,Employee eating or smoking
34726,2016-07-20,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
34726,2016-07-20,103131,Moderate Risk,Moderate risk vermin infestation
34726,2014-11-06,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
34726,2014-11-06,103127,Moderate Risk,Noncompliance with HAACP plan or variance
34726,2013-11-22,103112,High Risk,No hot water or running water
34726,2013-11-22,103144,Low Risk,Unapproved or unmaintained equipment or utensils
34726,2013-11-22,103102,High Risk,Unclean hands or improper use of gloves
34726,2013-11-22,103133,Moderate Risk,Foods not protected from contamination
34728,2014-06-19,103154,Low Risk,Unclean or degraded floors walls or ceilings
34728,2015-03-10,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
34728,2015-03-10,103120,Moderate Risk,Moderate risk food holding temperature
34728,2015-03-10,103154,Low Risk,Unclean or degraded floors walls or ceilings
34743,2016-08-26,103148,Low Risk,No thermometers or uncalibrated thermometers
34743,2016-08-26,103105,High Risk,Improper cooling methods
34743,2016-08-26,103115,High Risk,Other high risk violation
34743,2016-08-26,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
34743,2016-08-26,103103,High Risk,High risk food holding temperature
34743,2016-08-26,103144,Low Risk,Unapproved or unmaintained equipment or utensils
34743,2015-01-21,103143,Low Risk,Inadequate warewashing facilities or equipment
34743,2015-01-21,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
34743,2015-01-21,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
34743,2015-01-21,103153,Low Risk,Inadequate dressing rooms or improper storage of personal items
34743,2015-01-21,103109,High Risk,Unclean or unsanitary food contact surfaces
34743,2015-01-21,103103,High Risk,High risk food holding temperature
34746,2015-02-05,103139,Low Risk,Improper food storage
34746,2015-02-05,103153,Low Risk,Inadequate dressing rooms or improper storage of personal items
34746,2015-02-05,103131,Moderate Risk,Moderate risk vermin infestation
34746,2015-02-05,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
34746,2013-11-15,103150,Low Risk,Improper or defective plumbing
34746,2013-11-15,103142,Low Risk,Unclean nonfood contact surfaces
34746,2013-11-15,103156,Low Risk,Permit license or inspection report not posted
34746,2013-11-15,103129,Moderate Risk,Insufficient hot water or running water
34746,2014-05-27,103154,Low Risk,Unclean or degraded floors walls or ceilings
34746,2014-05-27,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
34746,2014-05-27,103131,Moderate Risk,Moderate risk vermin infestation
34746,2016-06-27,103147,Low Risk,Inadequate ventilation or lighting
34746,2016-06-27,103138,Low Risk,Improper storage use or identification of toxic substances
34746,2016-06-27,103142,Low Risk,Unclean nonfood contact surfaces
34746,2016-06-27,103103,High Risk,High risk food holding temperature
34787,2016-05-23,103133,Moderate Risk,Foods not protected from contamination
34787,2016-05-23,103139,Low Risk,Improper food storage
34814,2015-01-09,103157,Low Risk,Food safety certificate or food handler card not available
34814,2015-01-09,103145,Low Risk,Improper storage of equipment utensils or linens
34814,2015-01-09,103139,Low Risk,Improper food storage
34814,2015-01-09,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
34814,2014-01-30,103120,Moderate Risk,Moderate risk food holding temperature
34814,2014-01-30,103131,Moderate Risk,Moderate risk vermin infestation
34814,2014-01-30,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
34814,2014-01-30,103139,Low Risk,Improper food storage
34814,2016-04-20,103154,Low Risk,Unclean or degraded floors walls or ceilings
34814,2016-04-20,103131,Moderate Risk,Moderate risk vermin infestation
34814,2016-04-20,103103,High Risk,High risk food holding temperature
34839,2015-11-02,103125,Moderate Risk,Noncompliance with shell fish tags or display
34839,2015-11-02,103139,Low Risk,Improper food storage
34839,2015-11-02,103154,Low Risk,Unclean or degraded floors walls or ceilings
34839,2015-11-02,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
34865,2015-01-13,103120,Moderate Risk,Moderate risk food holding temperature
34865,2016-03-04,103120,Moderate Risk,Moderate risk food holding temperature
34865,2016-02-26,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
34865,2016-02-26,103105,High Risk,Improper cooling methods
34865,2016-02-26,103161,Low Risk,Low risk vermin infestation
34865,2013-11-05,103133,Moderate Risk,Foods not protected from contamination
34865,2014-05-09,103150,Low Risk,Improper or defective plumbing
34865,2014-05-09,103139,Low Risk,Improper food storage
34885,2016-08-16,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
34885,2016-08-16,103133,Moderate Risk,Foods not protected from contamination
34885,2016-08-16,103103,High Risk,High risk food holding temperature
34885,2016-08-16,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
34885,2016-08-16,103145,Low Risk,Improper storage of equipment utensils or linens
34885,2016-08-16,103138,Low Risk,Improper storage use or identification of toxic substances
34885,2014-06-04,103156,Low Risk,Permit license or inspection report not posted
34885,2014-06-04,103142,Low Risk,Unclean nonfood contact surfaces
34885,2014-06-04,103109,High Risk,Unclean or unsanitary food contact surfaces
34885,2014-06-04,103143,Low Risk,Inadequate warewashing facilities or equipment
34885,2015-06-25,103139,Low Risk,Improper food storage
34885,2015-06-25,103138,Low Risk,Improper storage use or identification of toxic substances
34885,2015-06-25,103131,Moderate Risk,Moderate risk vermin infestation
34885,2015-06-25,103109,High Risk,Unclean or unsanitary food contact surfaces
34885,2015-06-25,103108,High Risk,Contaminated or adulterated food
34885,2015-06-25,103103,High Risk,High risk food holding temperature
34885,2015-06-25,103142,Low Risk,Unclean nonfood contact surfaces
34885,2013-11-18,103131,Moderate Risk,Moderate risk vermin infestation
34885,2013-11-18,103109,High Risk,Unclean or unsanitary food contact surfaces
34989,2014-06-04,103142,Low Risk,Unclean nonfood contact surfaces
34989,2014-06-04,103139,Low Risk,Improper food storage
34989,2014-06-04,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
34989,2015-10-19,103155,Low Risk,Unapproved  living quarters in food facility
34989,2015-10-19,103157,Low Risk,Food safety certificate or food handler card not available
34989,2015-10-19,103144,Low Risk,Unapproved or unmaintained equipment or utensils
34989,2014-01-07,103134,Moderate Risk,Other moderate risk violation
34989,2014-01-07,103144,Low Risk,Unapproved or unmaintained equipment or utensils
35026,2015-04-24,103114,High Risk,High risk vermin infestation
35026,2015-04-24,103156,Low Risk,Permit license or inspection report not posted
35026,2015-04-24,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
35026,2015-04-24,103133,Moderate Risk,Foods not protected from contamination
35026,2015-04-24,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
35026,2016-02-17,103154,Low Risk,Unclean or degraded floors walls or ceilings
35026,2016-02-17,103138,Low Risk,Improper storage use or identification of toxic substances
35026,2016-03-04,103139,Low Risk,Improper food storage
35026,2016-02-17,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
35026,2016-03-11,103139,Low Risk,Improper food storage
35026,2016-02-17,103109,High Risk,Unclean or unsanitary food contact surfaces
35026,2016-02-17,103103,High Risk,High risk food holding temperature
35026,2016-02-17,103114,High Risk,High risk vermin infestation
35026,2016-03-04,103145,Low Risk,Improper storage of equipment utensils or linens
35026,2016-02-17,103133,Moderate Risk,Foods not protected from contamination
35026,2016-03-04,103105,High Risk,Improper cooling methods
35026,2016-02-17,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer
35106,2015-07-27,103138,Low Risk,Improper storage use or identification of toxic substances
35106,2015-07-27,103120,Moderate Risk,Moderate risk food holding temperature
35106,2015-07-27,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities
35199,2014-11-04,103143,Low Risk,Inadequate warewashing facilities or equipment
35199,2014-11-04,103142,Low Risk,Unclean nonfood contact surfaces
35199,2014-11-04,103154,Low Risk,Unclean or degraded floors walls or ceilings
35199,2014-03-04,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
35199,2014-03-04,103150,Low Risk,Improper or defective plumbing
35199,2016-06-10,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
35199,2016-06-10,103154,Low Risk,Unclean or degraded floors walls or ceilings
35199,2016-06-10,103133,Moderate Risk,Foods not protected from contamination
35199,2016-06-10,103144,Low Risk,Unapproved or unmaintained equipment or utensils
35221,2016-08-02,103133,Moderate Risk,Foods not protected from contamination
35221,2016-08-02,103120,Moderate Risk,Moderate risk food holding temperature
35221,2016-08-02,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces
35221,2016-08-02,103131,Moderate Risk,Moderate risk vermin infestation
35221,2016-08-02,103102,High Risk,Unclean hands or improper use of gloves
35221,2015-01-06,103142,Low Risk,Unclean nonfood contact surfaces
35221,2015-01-06,103154,Low Risk,Unclean or degraded floors walls or ceilings
35221,2015-01-06,103132,Moderate Risk,Improper thawing methods
35221,2015-01-06,103120,Moderate Risk,Moderate risk food holding temperature
35221,2016-02-22,103103,High Risk,High risk food holding temperature
35221,2016-02-22,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager
35221,2016-02-22,103105,High Risk,Improper cooling methods
