business,address,business_certificate,business_id,city,latitude,longitude,owner_address,owner_city,owner_name,owner_state,owner_zip,phone_number,postal_code,tax_code
The Brixton,2140 UNION St,449597,65057,SAN FRANCISCO,37.7972,-122.435,2140 Union Street,San Francisco,"H & A Entertainment, LLC / Andre Wasserman and Hugo Gamboa",CA,49123,14155401114,94123,H26
Atelier Crenn,3127 FILLMORE St,456864,65060,SAN FRANCISCO,37.7984,-122.436,"2001 Van Ness Avenue, Suite 409",San Francisco,"Atelier 123 Restaurant, LLC / Dominique Crenn, Michelle Astorian",CA,94109,14155440460,94123,H25
Tacko Shop,3115 Fillmore St,457401,65624,SF,37.7983,-122.436,3115 Fillmore Street,San Francisco,"Hummock Pond, LLC / Nick Fasanella  Doug Marschke",CA,94123,14155793534,94123,H26
Sugarhill Kitchen,1449 LOMBARD St,455330,65824,SAN FRANCISCO,37.8012,-122.425,673 38th Aveue,San Francisco,Jennie Kim and Patrick Au,CA,94121,14155292368,94123,H25
Back Yard,2760 Octavia St,455807,66382,SAN FRANCISCO,null,null,1787 Union Street,San Francisco,"1787 Union, LLC / Darren Matte",CA,94123,null,94123,H28
Reed and Greenough,3251 SCOTT St,475436,66657,SAN FRANCISCO,37.7997,-122.441,1750 Divisadero Street,San Francisco,"Gypsy Tea Room, LLC / Paul Owens",CA,94115,null,94123,H86
Lite Bite,1796 Union St,461245,66896,null,37.798,-122.429,157 Magnolia Street,San Francisco,"Lite Bite, Inc. / Techi Carreon",CA,94123-2810,null,94123,H24
Super Duper Burgers,2201 Chestnut St,461588,66999,SF,37.8003,-122.44,350 Liberty Street,San Francisco,"EBurger, LLC / Adriano Paganini and Edmondo Sarti",CA,94114,null,94123,H25
"Sushi In, LLC",2280 CHESTNUT St,460767,67149,SF,37.8003,-122.441,534 41st Avenue,San Francisco,"Sushi In, LLC / Jacky Auyang",CA,94121,null,94123,H25
Campus,2241 Chestnut St,461697,67195,San Francisco,37.8003,-122.44,2241 Chestnut Street,San Francisco,"Telegraph Hill Associates, LLC / Rick Howard",CA,94123,null,94123,H86
The Cow Hollow Market,3165 STEINER St,462378,67276,SF,37.7986,-122.438,3165 Steiner Street,San Francisco,"J & Zaina Corporation / Nizar Askndafi, President",CA,94123,null,94123,H07
Umami Burger SF,2184 Union St,461416,67357,null,37.7972,-122.435,"5900 Wilshire Blvd, 30th Floor",LOS ANGELES,UMAMI BURGER SF LLC,CA,90036,null,94123,H25
Lite Bite,1956 Lombard St,67359,67359,null,37.8002,-122.434,"2440 Van Ness Avenue, #18",San Francisco,"Lite Bite, Inc. / Techi Carreon",CA,94109,null,94123,H24
Fresh Bay Cafe,3659 Buchanan St,936015,68278,null,37.8036,-122.434,61 Oakridge Drive,Daly City,Helen T. Lai,CA,94014,14155928868,94123,H24
Juice Shop,1994 Union St,446115,68322,null,37.7976,-122.432,PO Box 2051,Mill Valley,"Juice to You, LLC / Charles Gulick",CA,94942,null,94123,H03
Blackwood Thai Cuisine,2150 CHESTNUT St,467855,68331,SAN FRANCISCO,37.8005,-122.439,2101 Sutter Street,San Francisco,"TKA Fine Dining, Inc. / Hoyul S. Choi and Jiyeon Choi",CA,94115,null,94123,H25
Ottimista Enoteca-Cafe,1838 UNION St,469579,69494,SAN FRANCISCO,null,null,1838 Union Street,San Francisco,DZ Samson LLC,CA,94123,null,94123,H25
Thrive Cleanse,3330 Steiner St,471462,70138,null,37.8,-122.438,129 Pixley Street,San Francisco,"Thrive Cleanse, LLC / Megan Propp and Stephanie Hubbard",CA,94123,null,94123,H74
Dynamo Donut and Coffee,110 Yacht Rd,430900,70254,SF,null,null,2760 24th St.,SF,"Three Dogs and A Cat, Inc.",CA,94110,null,94123,H24
Toma,3318 Steiner St,473978,70823,san francisco,37.8,-122.438,337 Lisbon Street,San Francisco,"Toma Toda, LLC",CA,94112,null,94123,H24
Stock in Trade,2036 LOMBARD St,470757,70920,SF,null,null,2036 Lombard Street,San Francisco,"4 Item Combo Plate / Tod Alsman, Chris Fogarty",CA,94123,null,94123,H26
Evas Coffee,1443 A Lombard St,467716,71441,null,null,null,2333 Wexford Avenue,South San francisco,Rajewen Tiangson and Katrina Gascon,CA,94080,null,94123,H24
DAVIDsTEA,2272 Chestnut St,467771,71443,null,null,null,5625 Pare,Montreal,"DavidsTea (USA), Inc.",Quebec,"H4P 1S1, Canada",null,94123,H07
"Rapha Raching, LLC",2198 FILBERT ST,475155,71841,SAN FRANCISCO,37.7981,-122.435,1915 NW Kearney Street,Portland,"Rapha Racing, LLC / Slate Olson",OR,97209,null,94123,H24
The Sandwich Spot SF,3213 Pierce St,474068,71969,null,null,null,"175 Bluxome Street, #204",San Francisco,Morning Star Business Group LLC / Ferry Gunawan,CA,94107-1550,null,94123,H24
Pressed Juicery,2162 A Union St,474285,74217,null,null,null,2306 Cotner Avenue,Los Angeles,"Pressed Juicery, LLC / Hayden Slater",CA,90064,null,94123,H03
Chubby Noodle Marina,2205 Lombard St,488339,74800,null,null,null,2205 Lombard Street,San Francisco,Chubby Marina LLC,CA,94123,null,94123,H25
Le Marais Bakery,2066 Chestnut St,471493,74922,null,null,null,737 Cole Street,San Francisco,"La Marais Bakery, LLC / Patrick Ascaso, Joanna Pulcini-Ascaso",CA,94117,null,94123,H88
Golden Gate Market,2767 Lombard St,481095,75662,null,null,null,2767 Lombard Street,San Francisco,Emil Habash and Wael Abedalnour,CA,94123,null,94123,H07
Bobo's Lounge,1434 Lombard St,403031,76061,null,null,null,1059 Lombard Street,San Francisco,"Sex and the Kitchen, Inc. / Andrea Froncillo, President",CA,94109,null,94123,H25
Bonita Taqueria and Rotisserie,2257 Chestnut St,1001694,76220,null,null,null,237 Fillmore Street,San Francisco,"Sumac Mediterranean Restaurant, Inc.  Jawad Issa Sweidan",CA,94117-3536,null,94123,H24
Saiwalks,3348 Steiner St,484305,76544,null,null,null,3348 Steiner Street,San Francisco,"Victorivic, LLC / Victoria Q. Le",CA,94123,null,94123,H25
Sur La Table,2224 Union St,300693,76677,null,null,null,"5701 6th Avenue S, #486",Seattle,"Sur La Table, Inc.",WA,98108,null,94123,H08
Over the Moon,2144 Chestnut St,484316,76735,null,null,null,"2790 Erringer Road, #23",Simi Valley,"American Treats, LLC",CA,93065,null,94123,H24
Tamashi,1849 Union St,481887,77173,null,null,null,2546 35th Avenue,San Francisco,Sushi Wrap Inc.,CA,94116,null,94123,H25
Peet's Coffee & Tea,2080 Chestnut St,196325,77580,null,null,null,1400 Park Avenue,94608,"Peet's Coffee & Tea, Inc.",CA,94608,14155632393,94123,H29
"Union Street Coffee Roastery, Inc.",2191 Union St,486489,77799,null,null,null,2191 Union Street,San Francisco,"Union Street Coffee Roastery, Inc.",CA,94123,null,94123,H24
Causwells,2346 Chestnut St,484721,78338,null,null,null,"2425 Mission Street, Apt. B",San Francisco,"Marina Merchants, LLC",CA,94110,null,94123,H25
La Panotiq Bakery Cafe,2234 Chestnut St,477514,78603,null,null,null,"299 Old County Road, #22",San Carlos,La Tartine Group,CA,94070,null,94123,H24
Earthbar,2055 Union St,488168,79212,null,null,null,"201 S. Figueroa Street, Suite 300",Los Angeles,"Earth bar, LLC",CA,90012,null,94123,H24
Home Plate,2274 Lombard St,1000318,79414,null,null,null,2274 Lombard Street,San Francisco,Teerut LLC,CA,94123,null,94123,H25
Wrecking Ball Coffee Roasters,2271 Union St,480874,80051,null,null,null,426 45th AVE,San Francisco,"Wrecking Ball Coffee Roasters, LLC",CA,94121,14155718189,94123,H24
West Coast Wine &  Cheese,2165 Union St,490127,80121,null,null,null,3236 Divisadero Street,San Francisco,"Wanner Wines, LLC",CA,94123,null,94123,H24
Jaxson,3231 Fillmore St,1001929,80342,null,null,null,2411 Chesnut ST #206,San Francisco,"Fillmore Street Group, Inc.",CA,94123,14155359885,94123,H86
Fada,2172 Chestnut St,1001572,80844,null,null,null,601 Oakland Ave. Apt 105,Oakland,Saeed Fathali,CA,94611,14155921400,94123,H03
Urban Remedy,1957 Union St,1005447,81050,San Francisco,null,null,208 South Garrard Blvd,Richmond,"Urban Remedy, Inc.",CA,94801,14155713776,94123,H03
Subway Sandwiches #61241,1501 B Sloat Blvd,1006237,81166,SF,null,null,"4302 Redwood HWY, Ste 200",San Rafael,"North Bay Subs, LLC",CA,94903,14155981866,94123,H24
Silver Cloud,1994 Lombard St,1005167,81719,null,null,null,"2 Cervantes Blvd., #103",San francisco,"Mayoyd, LLC",CA,94123,null,94123,H26
Barry's Boot Camp,2246 Lombard St,1006369,81796,null,null,null,"2464 Vallejo Street, Apt. 1",San Francisco,BBC Unit 2 LLC,CA,94123,null,94123,H28
Plate,3251 Pierce St,474826,81947,null,null,null,247 Echo Lane,Portola Valley,Plate,CA,94028,null,94123,H07
Fort Mason Market and Deli,1701 Greenwich St,1009289,82176,null,null,null,1701 Greenwich Street,San Francisco,"Fort Mason Market, Inc.",CA,94123,null,94123,H07
Glaze Teriyaki,2095 Chestnut St,1011131,82472,null,null,null,2835 Union Street,San Francisco,Seatown Chestnut LLC,CA,94123,null,94123,H24
Maybeck's,2400 Lombard St,1007532,82627,null,null,null,2887 Bush Street #4,94115,2400 Lombard LLC,CA,94115,null,94123,H26
Belga,2000 Union St,1008844,82909,null,null,null,1829 Union Street,San Francisco,"2000 BLG, LLC",CA,94123,null,94123,H26
Ly's Vietnamese Cuisine,1779 Lombard St,1013225,83403,null,null,null,2040 24th Avenue,Oakland,Thanh Chi Ly,CA,94123,null,94123,H25
Lasan,3145 Fillmore St,1007037,83426,null,null,null,10761 N. Falcon Faire Dr.,Fresno,Samra & Samra Inc,CA,93730,null,94123,H26
Scotland Yard,3232 Scott St,1012993,83568,null,null,null,"1880 Steiner Street, #404",San Francisco,Tyler Durden Restaurant Group LLC,CA,94115,null,94123,H25
The Italian Homemade Company,1919 Union St,1013255,83575,null,null,null,"240 Bay Street, #3255",San Francisco,Piadina Original Marina LLC,CA,94133,null,94123,H26
Kobani Mediteranean Grill,3242 Scott St,1014387,83647,null,null,null,"404 Studio Circle, #2",San Mateo,"Adasem, Inc.",CA,94401,null,94123,H25
The Moonshot,2120 Greenwich St,1014015,83727,null,null,null,"244 Claifornia Street, #410",San Francisco,"MG 2120, LLC",CA,94111,null,94123,H25
The Dorian,2001 Chestnut St,1016716,84619,null,null,null,2001 Chestnut Street,San Francisco,The Dorian LLC,CA,94123,null,94123,H26
The Blue Light,1979 Union St,1016839,84863,null,null,null,"548 Market Street, #64665",San Francisco,"Lombard Hospitality Group, LLC",CA,94104,null,94123,H26
La Boulangerie de San Francisco,1909 Union St,1018533,85166,null,null,null,2325 Pine Street,San Francisco,"Nouveau Bakery, LLC",CA,94115,null,94123,H24
Illy Caffe San Francisco_Union,2055 Union St Suite B,1019048,85338,null,null,null,"800 Westchester Avenue, Suite S440",Rye Brook,illy caffe San Francisco LLC,CA,10573,null,94123,H25
Rooster & Rice Inc.,2211 Filbert St,1019389,85468,null,null,null,2211 Filbert Street,San Francisco,"Rooster & Rice, Inc.",CA,94123,null,94123,H28
Chestnut Street Coffee Roastery,2331 Chestnut St,1022656,86593,null,null,null,650 15th Avenue,San Francisco,"Chestnut Street Coffee Roastery, Inc.",CA,94118,14155935282,94123,H26
Monaghans,3243 Pierce St,1007741,86602,null,null,null,"3415 Pierce Street, #201",San Francisco,"Patcon, LLC",CA,94123,14155877916,94123,H86
Smitten Ice Cream,2268 Chestnut St,1008290,86777,null,null,null,"1459 18th St, P.M.B # 312",San Francisco,Smitten Ventures Inc.,CA,94107,14155818419,94123,H24
Franklin Market,2836 Franklin St,1027914,86885,null,null,null,2836 Franklin Street,San Francisco,Najib Saliba,CA,94123,null,94123,H07
Pistos Tacos,2030 Lombard St,1037643,87097,null,null,null,510 Union Street,San Francisco,"Pistos Tacos Marina, LLC",CA,94133,null,94123,H26
Poki Time,2101 Lombard St,1019112,87652,null,null,null,2101 Lombard Street,San Francisco,"Poki Time 168, LLC",CA,94123,null,94123,H25
Ihangar,3601 Lyon St,1029275,87783,null,null,null,961 Lincoln Blvd.,San Francisco,Innovation Hangar,CA,94129,14155629153,94123,H24
"SusieCakes Holdings, Inc.",2109 Chestnut St,1034157,88380,null,null,null,1748 Berkeley Street,Santa Monica,"SusieCakes Holdings, Inc.",CA,90404,null,94123,H88
Mission Bay Cafe,550 Terry Francois St,377770,33160,San Francisco,37.7705,-122.387,550 Terry Francois St,San Francisco,Gap Inc.,CA,94158,14155831002,94158,H26
Peasant Pies,550 C Gene Friend Way,353259,65277,SF,37.7709,-122.392,1039 Irving Street,San Francisco,Peasant Pies Inc.,CA,94122,null,94158,H25
UCSF Mission Bay Farmers Market,505 Gene Friend Way,385982,65293,null,37.7687,-122.389,"5060 Commercial Circle, Suite A",Concord,"Pacific Coast Farmers Market Association  Nate Jordan, Market Manager",CA,94520,14155829090,94158,H14
Guckenheimer@Nektar,455 South Mission Bay Blvd,477404,74485,null,null,null,"3 Lagoon Drive, Suite 325",Redwood Shores,"Guckenheimer Services, LLC",CA,94065,null,94158,H24
Native Baking Company,505 Gene Friend Way,477942,74496,null,null,null,65 Vicksburg Street,San Francisco,"Native Baking Company, LLC / Jennifer K. Nguyen",Ca,94114,null,94158,H34
"Edith's Food Company, Inc.",505 Gene Friend Way,482875,76062,null,null,null,"400 I Street, #4",Modesto,"Edith's Food Company, Inc. / Ellen Kosmas",CA,95351,null,94158,H34
The Market Hall,1101 4th St,1029042,80614,San Francisco,null,null,1101 4th Street,San Francisco,"MH Hospitality of CA, Inc.",CA,94158,null,94158,H80
Peet's Coffee & Tea,3rd St & Terry A Francois Blvd,196325,81837,null,null,null,1400 Park Avenue,Emeryville,Peet's Coffee & Tea Inc.,CA,94608,null,94158,H79
Serenity Specialty Foods,505 Gene Friend Way,1011577,83030,null,null,null,"1909 Hackett Avenue, #11",Mountain View,Joshaya Joshua,CA,94043,null,94158,H34
Starbucks Coffee Company #25428,1375 03rd St,911744,84716,null,null,null,2401 Utah Ave.,South Seattle,Starbucks Corporation,WA,98134,null,94158,H26
Sour Flour,505 Gene Friend Way,450485,85186,San Francisco,null,null,PO Box 40367,San Franicsco,Sour Flour Corporation,CA,94140,null,94158,H34
Atwater Tavern,295 Terry A Francois Blvd,1023445,86384,San Francisco,null,null,1922 Powell St,San Francisco,"East Street Ventures, LLC",CA,94133,14155517153,94158,H26
Mai Cuisine,185 Channel St,475221,87081,null,null,null,"1500 JFK Blvd, suite 725",Philadelphia,Genji Pacific LLC,PA,19102,14152777897,94158,H24
Beber,550 Gene Friend Way,1018039,87450,San Francisco,null,null,140 W 11th Avenue,Chico,Arielle Danan,CA,95926,null,94158,H34
Tipsy Tap LLC,601 Mission Bay Blvd North,1034949,87954,San Francisco,null,null,428 11th Street,San Francisco,Tipsy Tap LLC,CA,94103,14155890933,94158,H78
Kafae Coffee LLC,601 Mission Bay Blvd North,1037461,88046,null,null,null,416 Commercial Ave Apt 5,South San Francisco,Kafae Coffee  LLC,CA,94080,14150749541,94158,H78
Adam's Grub LLC,601 Mission Bay Blvd North,1037461,88058,null,null,null,416 Commercial Ave Apt 5,South San Francisco,Kafae Coffee  LLC,CA,94080,14150749541,94158,H79
Torraku Ramen (#2),601 Mission Bay Blvd North,1017660,88975,null,null,null,2416 Rivera Street,San Francisco,Benny Ng & Lihua Chen,CA,94116,14155934357,94158,H79
Tacolicious,2250 Chestnut St,403812,88139,San Francisco,null,null,2250 Chestnut Street,San Francisco,Laiola LLC,ca,94123,14155646077,Ca,H26
Spice Affairs,1028 Market St,462426,88160,San Francisco,null,null,384 Heather Dr,San Pablo,Arjun Singh,Ca,94806,14150617277,Ca,H24
Toy Boat Dessert Cafe,401 Clement St,134630,247,SF,37.783,-122.464,401 Clement St.,SF,"Fink, Jesse Roy",CA,94118,null,94118,H24
MELISA'S CHINESE CUISINE,0450 BALBOA St,344710,527,SF,37.7773,-122.463,450 BALBOA ST,SF,MELISA'S INC.,CA,94118,null,94118,H24
Nizario's Pizza,3840 Geary Blvd,455267,529,SF,37.7813,-122.461,3840 Geary BLVD,SF,"Nizario's Inc.   AWADALLA, NIZAR & SHARIF",CA,94118,null,94118,H24
Hamburger Haven,800 Clement St,100952,542,SF,37.7828,-122.468,800 Clement St.,SF,"Falahati, Mohammad",CA,94118,null,94118,H24
KATIA'S,600 05th Ave,927936,557,SF,37.7772,-122.463,600 5th Ave.,SF,"TROOSH, CATHERINE & GEORGE",CA,94118,14155669292,94118,H24
Caffe Del Sole,4342 California St,459504,597,SF,37.7851,-122.464,P.O. Box 2145,Millvalley,"Catrini, Giuseppe",CA,94942,null,94118,H24
OKINA SUSHI,776 Arguello Blvd,131520,1188,SAN FRANCISCO,37.7757,-122.458,776 ARGUELLO BL,SAN FRANCISCO,"MATSUOKA, A & AMARZAN",CA,94118,null,94118,H24
TEKKA JAPANESE RESTAURANT,0537 BALBOA St,186231,1191,SAN FRANCISCO,37.7771,-122.464,537 BALBOA STREET,SAN FRANCISCO,"SHIMIZU, NOBORU & YOSHIMI",CA,94118,14150521330,94118,H24
PEET'S COFFEES & TEAS,3419 CALIFORNIA St,196325,1193,SAN FRANCISCO,37.7868,-122.45,3419 California,SF,Peet's Coffee,CA,94118,null,94118,H24
PANCHO'S,3440 GEARY Blvd,318180,1199,SAN FRANCISCO,37.7815,-122.456,3440  GEARY Blvd,S.F.,CAL. SOL. CONCEPTS LLC,CA,94118,null,94118,H24
TAWAN'S THAI FOOD,4403 GEARY Blvd,388543,1203,SAN FRANCISCO,37.7808,-122.467,4403 GEARY BLVD,SF,"TAWAN'S GROUP, INC",CA,94118,null,94118,H24
CLEMENT BBQ RESTAURANT,617 CLEMENT St,365014,1617,San Francisco,37.7828,-122.466,617 CLEMENT St,San Francisco,CLEMENT INVESTMENT LLC,CA,94118,null,94118,H25
TWI LIGHT CAFE,2600 McALLISTER St,125707,1699,SAN FRANCISCO,37.7757,-122.455,2600 MCALLISTER ST,SAN FRANCISCO,"BADRA, ANTOINETTE & PIERRE",CA,94118,14155376115,94118,H25
MAI'S VIETNAMESE RESTAURANT,316 Clement St,935637,1894,SF,37.783,-122.463,316 CLEMENT ST,SF,"CHENG, RICKY",CA,94118,null,94118,H25
Clement Street Bar & Grill,708 Clement St,303365,1900,SF,37.7829,-122.467,708 Clement St.,SF,"Baum, Harold",CA,94118,null,94118,H25
GEARY STREET BELLA PIZZA,4124 Geary Blvd,373304,1903,SF,37.7811,-122.464,575 EDDY ST #101,SF,JOHN TEE TANG & PHUONG YEN NGO,CA,94109,null,94118,H25
Allstar Donuts,901 Clement St,422141,1922,SF,37.7827,-122.469,901 CLEMENT ST,SAN FRANCISCO,HO CHE/SROY BORY,CA,94118,null,94118,H25
BURMA SUPERSTAR RESTAURANT,309 CLEMENT St,343504,1977,SF,37.783,-122.463,309 Clement St.,SF,East West Holding,CA,94118,null,94118,H25
PRESIDIO GOLF CLUB,8 Presidio Terr,478663,1989,SF,37.7888,-122.461,8 Presidio Terrace,SF,PRESIDIO GOLF CLUB INC.,CA,94118,14155751322,94118,H25
THE BITTER END,441 CLEMENT St,341438,2143,SAN FRANCISCO,37.7829,-122.464,441 CLEMENT ST,SAN FRANCISCO,ICE ROOM INC,CA,94118,null,94118,H25
BLUE DANUBE COFFEE HOUSE,306 CLEMENT St,371345,2256,SF,37.7831,-122.463,2879 23RD ST,SAN FRANCISCO,"CROSS WORLD HOLDINGS, LLC",CA,94110,null,94118,H24
TAIWAN RESTAURANT,445 CLEMENT St,157053,2263,SAN FRANCISCO,37.7829,-122.464,445 CLEMENT STREET,SAN FRANCISCO,TAIWAN RESTAURANT CORPORATION,CA,94118,null,94118,H25
EMPEROR PALACE RESTAURANT,0530 BALBOA St,370394,2544,SF,37.7773,-122.464,2318 40TH AVE,SF,"LI, QING SHAN & LI, RI SHAN",CA,94116,null,94118,H25
NOAH'S NEW YORK BAGELS #2120,3519 CALIFORNIA St,353177,2548,SF,37.7866,-122.452,"555 Zang St., Suite 300",Lakewood,EINSTEIN AND NOAH CORP.,CO,80228,null,94118,H25
BELLA TRATTORIA,3854 GEARY Blvd,402537,2593,SF,37.7813,-122.461,3854 GEARY BLVD,SAN FRANCISCO,FAGIOLI NERO INC,CA,94118,null,94118,H25
ARIAKE,5041 Geary Blvd,325521,2667,SF,37.7805,-122.474,5041  GEARY Blvd,S.F.,"KIM, JINSOO & MYOUNG HEE",CA,94118,null,94118,H25
RED A BAKERY,634 CLEMENT St,205104,2716,SAN FRANCISCO,37.7829,-122.466,634 CLEMENT ST,SAN FRANCISCO,GUO LIN YU,CA,94118,null,94118,H25
GOURMET DIM SUM & CAFE,651 CLEMENT St,360962,2717,SF,37.7828,-122.466,651 CLEMENT ST,SF,CHUN LIM CHOI,CA,94118,null,94118,H25
SOCIALE,3665 SACRAMENTO St,346137,2755,SAN FRANCISCO,37.7874,-122.453,3665 SACRAMENTO ST,SF,SOCIALE CORP. / David Nichol and Tia Harrison,CA,94118,14155920309,94118,H25
STARBUCKS,3595 CALIFORNIA St,911744,2756,SF,37.7864,-122.453,3595 CALIFORNIA ST,SF,"STARBUCKS COFFEE CO, INC.",CA,94118,null,94118,H25
Schuberts Bakery,521 Clement St,955343,3186,SF,37.7829,-122.465,521 CLEMENT ST.,SAN FRANCISCO,WENZEL BROTHERS INC.,CA,94118,null,94118,H26
GIORGIO'S PIZZA,151 CLEMENT St,118796,3218,SF,37.7831,-122.461,151 CLEMENT ST,SF,"GEORGIO'S PIZZA, INC.",CA,94118,null,94118,H26
MEL'S DRIVE-IN,3355 GEARY Blvd,157789,3222,SF,37.7814,-122.455,P.O. Box 82219,Las Vegas,"WEISS, STEVEN",Nevada,89180,null,94118,H26
CLEMENT RESTAURANT,621 CLEMENT St,76874,3224,SF,37.7828,-122.466,621  CLEMENT St,San Francisco,"CLEMENT RESTAURANT, INC",CA,94118,null,94118,H26
FIZZEE'S,3954 GEARY Blvd,372663,3235,SF,37.7812,-122.462,3954 GEARY BLVD,SF,"KIM, SUN HUI",CA,94118,null,94118,H86
ST. ANNE'S HOME,300 LAKE St,467968,3248,SF,37.7868,-122.463,300 LAKE ST,SF,THE LITTLE SISTERS OF THE POOR,CA,94118,null,94118,H26
FAMILY BILLIARDS,2807 GEARY Blvd,161422,3392,SAN FRANCISCO,37.7821,-122.449,2807 GEARY BL,SAN FRANCISCO,DELBERT WONG JR.,CA,94118,null,94118,H26
The Pig & Whistle,2801 GEARY Blvd,336810,3586,SAN FRANCISCO,37.7821,-122.449,2801 GEARY BLVD.,SAN FRANCISCO,"PIG AND WHISTLE, INC.",CA,94118,null,94118,H26
SAFEWAY #2646,735 07th Ave,24669,3736,SF,37.7748,-122.465,735 7TH AVE,SF,"SAFEWAY STORES, INC.",CA,94118,null,94118,H81
CINDERELLA BAKERY & CAFE,0436 BALBOA St,446105,3738,SAN FRANCISCO,37.7773,-122.463,436 BALBOA ST.,SAN FRANCISCO,CINDERELLA BAKERY INC.,CA,94118,null,94118,H26
LUCKY PENNY,2670 GEARY Blvd,919366,3741,SF,37.7826,-122.447,2670 GEARY BLVD,SF,TAM & LI INCORPORATED,CA,94118,null,94118,H26
ROUND TABLE PIZZA RESTAURANT,3567 Geary Blvd,365488,3743,SF,37.7812,-122.457,3567 GEARY BLVD,SF,"BAY FOODS, INC.",CA,94118,null,94118,H26
THE PLOUGH & THE STARS,116 Clement St,917609,4083,SF,37.7832,-122.46,116 CLEMENT ST.,SAN FRANCISCO,THE PLOUGH & STARS INC.,CA,94118,null,94118,H86
540 CLUB,540 Clement St,361925,4087,SF,37.783,-122.465,540 Clement ST,SF,JUSTIN MATTHEW BROWN,CA,94118,null,94118,H86
WOULD YOU BELIEVE,4652 GEARY Blvd,305168,4097,SF,37.7809,-122.469,4652 GEARY BLVD,SF,"DO, TRI LONG & YAN-YI",CA,94118,null,94118,H86
ABBEY TAVERN,4100 GEARY Blvd,353773,4365,SF,37.7812,-122.463,4100 GEARY BLVD,SF,"THE ABBEY TAVERN,  INC.",CA,94118,null,94118,H86
Village Market,4555 California St,914750,4642,SF,37.7847,-122.467,4555 CALIFORNIA ST,SF,"KRB GROUP, INC.",CA,94118,null,94118,H28
CHEUNG HING CHINESE DELI & MEAT INC,323 Clement St,955491,4643,SF,37.783,-122.463,323  Clement ST,SF,CHEUNG HING CHINESE DELI & MEA,CA,94118,14155754259,94118,H28
House of Bagels,5030 Geary Blvd,368627,4654,SF,37.7807,-122.473,1767 34TH AVE,SF,PUENTE BAGELS INC,CA,94122,null,94118,H28
CAL MART SUPERMARKET,3585 CALIFORNIA St,939025,4963,SF,37.7865,-122.453,3585 CALIFORNIA ST,SF,"CAL MART SUPERMARKET, INC.",CA,94118,null,94118,H26
MT. ST. JOSEPH-ST. ELIZABETH,100 MASONIC Ave,376017,5771,SAN FRANCISCO,37.781,-122.447,100 MASONIC AVE.,SAN FRANCISCO,MT. ST. JOSEPH-ST. ELIZABETH,CA,94118,14155568370,94118,H38
SAN FRANCISCO DAY SCHOOL,350 MASONIC St,390620,5919,SF,37.778,-122.447,350 MASONIC ST,SF,SAN FRANCISCO DAY SCHOOL,CA,94118,14155932422,94118,H91
EDEN VILLA-SAN FRANCISCO,2750 Geary Blvd,401929,5969,S.F.,37.7824,-122.449,2750 GEARY BLVD.,SAN FRANCISCO,MICHAEL C. SIM,CA,94118,null,94118,H40
CHEVRON #1768,3675 GEARY Blvd,956159,6356,SAN FRANCISCO,37.7812,-122.459,6001 BOLLINGER CANYON RD,SAN RAMON,CHEVRON STATIONS INC. #1768,SF,94583,null,94118,H07
SHELL CAR WASH,3035 GEARY Blvd,418124,6381,SF,37.7818,-122.451,3035 GEARY BLVD,SF,COREY URBAN & GLENN URBAN,CA,94118,null,94118,H01
T&R 76-3,3898 CALIFORNIA St,318364,6475,S.F.,37.7857,-122.459,3898 CALIFORNIA St,S.F.,TONY ABDULMASSIH,CA,94118,null,94118,H03
DENHARD'S MARKET,701 10th Ave,121628,6759,SF,37.7806,-122.39,701 10th Ave.,SF,"HALTEH, ANTON & NINAT",CA,94118,null,94118,H03
Clement Mini Market,2 Clement St,914618,6767,SF,37.7832,-122.459,2 Clement st.,SF,"Elhayek, Mohammed",CA,94118,14155663724,94118,H03
PING'S MEAT MARKET,0239 BALBOA St,113867,6768,SF,37.7773,-122.461,239 Balboa St.,SF,"LEONG, CHI Ping",CA,94118,null,94118,H07
Park Presidio Liquor,4400 California St,396770,6773,SF,37.785,-122.465,4400 California St,SF,Ran Friedman,CA,94118,null,94118,H03
GOLDEN GATE CENTRAL MARKET,2101 GOLDEN GATE Ave,337209,7152,SAN FRANCISCO,37.7778,-122.445,2101 GOLDEN GATE AVENUE,SAN FRANCISCO,OGBAI H. KIDANE,CA,94118,null,94118,H03
WINE IMPRESSION,3461 CALIFORNIA St,334199,7175,SAN FRANCISCO,37.7866,-122.451,3461 CALIFORNIA ST.,SAN FRANCISCO,RAYMOND C. FONG & ADEL M. SHALABI,CA,94118,null,94118,H03
STANDARD 5-10-25 STORE,3545 CALIFORNIA St,152467,7176,SF,37.7865,-122.452,3545 CALIFORNIA ST,SAN FRANCISCO,STANDARD 5-10-25 CENT STRS LLC,CA,94118,null,94118,H03
BEVERAGES & MORE !,3455 GEARY Blvd,927110,7308,S.F.,37.7813,-122.456,3455  GEARY Blvd,S.F.,BEVERAGES & MORE!,CA,94118,null,94118,H04
FOOD 24HR CONVENIENT MKT #3,500 CLEMENT St,149453,7566,SF,37.783,-122.464,500 Clement St.,SF,"Tom, Martin",CA,94118,null,94118,H03
RICHMOND NEW MAY WAH SUPERMARKET,719 CLEMENT St,333354,7711,SAN FRANCISCO,37.7828,-122.467,719 CLEMENT St,S.F.,RICHMOND NEW MAY WAH SUPERMARK,CA,94118,null,94118,H08
